OGC_FID,OSM_ID,OSM_WAY_ID,NAME,TYPE,AEROWAY,AMENITY,ADMIN_LEVE,BARRIER,BOUNDARY,BUILDING,CRAFT,GEOLOGICAL,HISTORIC,LAND_AREA,LANDUSE,LEISURE,MAN_MADE,MILITARY,NATURAL,OFFICE,PLACE,SHOP,SPORT,TOURISM,OTHER_TAGS
107,,179088933,Mickey's International PreSchool,,,kindergarten,,,,,,,,,,,,,,,,,,,
108,,179092028,Matribhumi School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""4"", ""personnel:count""=>""48"""
109,,179092928,Basu Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""847"", ""building_count""=>""4"", ""personnel:count""=>""101"""
110,,179096424,bhaktapur multiple campus,,,college,,,,,,,,,,,,,,,,,,,
111,,179100528,Kids' Merryland School,,,kindergarten,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""100"", ""building_count""=>""1"", ""personnel:count""=>""8"""
112,,179464516,SANN International College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""413"", ""building_count""=>""3"", ""personnel:count""=>""40"""
113,,179465469,Mount Gaurishankar School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""4"", ""personnel:count""=>""20"""
114,,179476909,National College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""4"", ""personnel:count""=>""55"""
115,,179481323,Euro Kids,,,school,,,,,,,,,,,,,,,,,,,
116,,179736868,Shaheed Shukra Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""400"", ""building_count""=>""3"", ""personnel:count""=>""30"""
117,,179746772,Shree Mahankal Janajagarit H.S. School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""450"", ""building_count""=>""2"", ""personnel:count""=>""25"""
118,,179746775,Blossom Co-ed Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""85"", ""building_count""=>""2"", ""personnel:count""=>""12"""
119,,180082294,Kathmandu Valley School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""800"", ""building_count""=>""5"", ""personnel:count""=>""80"""
120,,180082302,Samye Memorial Buddist Vihara,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""200"", ""building_count""=>""2"", ""personnel:count""=>""20"""
121,,180082335,Norvic Institute of Nursing Education,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""290"", ""building_count""=>""3"", ""personnel:count""=>""35"""
122,,180082336,Little Rose Boarding High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""230"", ""building_count""=>""2"", ""personnel:count""=>""25"""
123,,180082358,Herald International College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""1200"", ""building_count""=>""2"", ""personnel:count""=>""67"""
124,,180082382,Kantipur English High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""540"", ""building_count""=>""4"", ""personnel:count""=>""55"""
125,,180086303,Bhassara School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""150"", ""building_count""=>""1"", ""personnel:count""=>""14"""
126,,180086304,Milestone International College,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-5539060, 01-5547582"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""750"", ""building_count""=>""3"", ""personnel:count""=>""70"""
127,,180087479,Universal College,,,school,,,,,,,,,,,,,,,,,,,
128,,180349345,Shiradi Sai Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""155"", ""building_count""=>""5"", ""personnel:count""=>""14"""
129,,180349940,Mothercare International Playgroup,,,kindergarten,,,,,,,,,,,,,,,,,,,
130,,180682226,British Gorkha College,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4017806, 01-4378483"", ""addr:city""=>""Bansbari"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""building_count""=>""3"""
131,,180773867,"St, Joseph's School",,,school,,,,,,,,,,,,,,,,,,,
132,,180774060,Birat Nimna Madhyamik School,,,school,,,,,,,,,,,,,,,,,,,
133,,180774291,Adarsha Madhyamik School,,,school,,,,,,,,,,,,,,,,,,,
134,,180774632,Saraswati Sanskrit High School,,,school,,,,,,,,,,,,,,,,,,,
135,,180933580,Guheswori Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""1000"", ""building_count""=>""1"", ""personnel:count""=>""35"""
136,,181340174,,,,school,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Kathmandu"", ""addr:street""=>""TBD"", ""addr:country""=>""NP"", ""addr:postcode""=>""Ward TBD"""
137,,181376781,Arunima Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""2100"", ""building_count""=>""6"", ""personnel:count""=>""150"""
138,,181376800,Samata School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""1500"", ""building_count""=>""1"", ""personnel:count""=>""30"""
139,,181573414,Bridgewater College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""1"", ""personnel:count""=>""72"""
2757,,338565268,shree shahapur primary school,,,school,,,,,,,,,,,,,,,,,,,
140,,181573533,Ace Institute of Management,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""480"", ""building_count""=>""1"", ""personnel:count""=>""70"""
141,,181689163,Kids Wonderland,,,kindergarten,,,,yes,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""80"", ""building_count""=>""2"", ""personnel:count""=>""7"""
142,,181976128,Bhimsengola Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""4115709"", ""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""300"", ""building_count""=>""1"", ""personnel:count""=>""23"""
143,,181977687,Ace Institute of Management,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01410451"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""900"", ""building_count""=>""1"", ""personnel:count""=>""70"""
144,,181977789,Balika Madhyamik School,,,school,,,,,,,,,,,,,,,,,,,
145,,181978732,Arniko Secondary School,,,school,,,,,,,,,,,,,,,,,,,
146,,181978737,,,,school,,,,,,,,,,,,,,,,,,,
147,,181985350,Mahendra Madhyamik School,,,school,,,,,,,,,,,,,,,,,,,
148,,182019253,Budhanilakantha School,,,school,,wall,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""community"", ""student:count""=>""960"", ""building_count""=>""33"", ""personnel:count""=>""225"""
149,,182040664,Angel Lord Academy High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""480"", ""building_count""=>""5"", ""personnel:count""=>""35"""
150,,182115904,Nava Jyoti Higher Secondary School,,,school,,,,yes,,,,,,,,,,,,,,,
151,,182115905,Nava Jyoti Higher Secondary School,,,school,,,,yes,,,,,,,,,,,,,,,
152,,182115906,Nava Jyoti Higher Secondary School,,,school,,,,yes,,,,,,,,,,,,,,,
153,,182115909,Nava Jyoti Higher Secondary School,,,school,,,,yes,,,,,,,,,,,,,,,
154,,182974756,Nepal Commerce Campus,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4107044"", ""isced:level""=>""college"", ""operator:type""=>""government"", ""student:count""=>""7000"", ""building_count""=>""6"", ""personnel:count""=>""200"""
155,,182979027,Little Buddha College of Health Science,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4784458, 01-4784459"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""320"", ""building_count""=>""3"", ""personnel:count""=>""25"""
156,,182979998,V. S. Niketan HS School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""2100"", ""building_count""=>""7"", ""personnel:count""=>""300"""
157,,183256312,,,,college,,,,,,,,,,,,,,,,,,,"""designation""=>""college"""
158,,183394260,Manmohan memorial institute of Health Science,,,college,,,,,,,,,,,,,,,,,,,
159,,183401373,Lalitpur Valley College,,,college,,,,,,,,,,,,,,,,,,,
160,,183401379,Welhams College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""385"", ""building_count""=>""3"", ""personnel:count""=>""55"""
161,,183540315,Khwopa Engineering College,,,college,,,,,,,,,,,,,,,,,,,"""addr:street""=>""Libali"""
162,,183564077,Apex College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""900"", ""building_count""=>""4"", ""personnel:count""=>""70"""
163,,184109151,Presedential Business School,,,college,,,,yes,,,,,,,,,,,,,,,
164,,184109157,Shrijanshil English School,,,school,,,,,,,,,,,,,,,,,,,
165,,184128909,Mahendra Ratna Campus(Thachal Campus),,,college,,,,,,,,,,,,,,,,,,,
166,,184257640,Radiant Readers Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""1200"", ""building_count""=>""7"", ""personnel:count""=>""108"""
167,,185033885,Montessori Children Kingdom,,,kindergarten,,,,,,,,,,,,,,,,,,,
168,,185033886,Phoenix Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""100"", ""building_count""=>""4"", ""personnel:count""=>""11"""
169,,185037207,Saraswoti Multiple Campus,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""government"", ""student:count""=>""1500"", ""building_count""=>""3"", ""personnel:count""=>""80"""
170,,185249878,Chitwan Uccha Madhyamik Bidhyalaya,,,school,,,,yes,,,,,,,,,,,,,,,
171,,185289377,Seto Gurans Child Development Center,,,school,,,,,,,,,,,,,,,,,,,
172,,185291434,"Small Heaven School, Kalyanpur",,,school,,,,school,,,,,,,,,,,,,,,
173,,185299232,Sunrise English School,,,school,,,,school,,,,,,,,,,,,,,,
174,,185416223,Narayani Higher Secondary School,,,school,,,,school,,,,,,,,,,,,,,,
175,,185416226,Saptagandaki Multiple Campus,,,school,,,,school,,,,,,,,,,,,,,,
176,,185425160,narayani public higher secondary school,,,school,,,,,,,,,,,,,,,,,,,
177,,185425163,Narayani Public College,,,college,,,,,,,,,,,,,,,,,,,
178,,185481842,Co-Ordinator Academy,,,school,,,,,,,,,,,,,,,,,,,
179,,185578988,Ekita International School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""Household code""=>""U59_5B_1HH"", ""building_count""=>""3"", ""personnel:count""=>""27"", ""Household Info by""=>""HERD Urban Health Survey 2015"""
180,,185667554,Balkumari Kanya Ma Vi,,,school,,,,yes,,,,,,,,,,,,,,,
181,,185667555,Balkumari School,,,school,,,,yes,,,,,,,,,,,,,,,
182,,185671112,Chitwan English Boarding School,,,school,,,,,,,,,,,,,,,,,,,
183,,185673523,Maiya Devi Kanya College,,,school,,,,school,,,,,,,,,,,,,,,
184,,185786107,Shree Gorakhnath Lower Secondary School,,,kindergarten,,,,,,,,,,,,,,,,,,,
185,,185786655,Indreshwor Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,
2758,,338588632,Shree Gadyauli Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,
186,,185943150,Nazereth School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""1"", ""personnel:count""=>""21"""
187,,186266672,Block A,,,college,,,,yes,,,,,,,,,,,,,,,
188,,186688206,HIghland Boarding School,,,school,,,,,,,,,,,,,,,,,,,
189,,186778061,Shree Ram Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,
190,,186910816,Global Collegiate Higher Secondary School,,,school,,,,yes,,,,,,,,,,,,,,,"""phone""=>""+97761524604"", ""website""=>""www.globalcollegiate.edu.np"", ""addr:postcode""=>""345"""
191,,187168819,Siddhartha English Boarding School,,,school,,,,school,,,,,,,,,,,,,,,
192,,187168821,Oxford College of Engineering,,,college,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Nawalparasi"""
193,,187352518,Asian School of Management,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4388647, 01-4354887"", ""website""=>""http://www.asm.edu.np"", ""operator""=>""Atlantic educational network"", ""faculties""=>""Bsc. CS IT , BIM"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""233"", ""building_count""=>""1"", ""pers"
194,,187756136,Shree Rani Bari Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""350"", ""building_count""=>""3"", ""personnel:count""=>""15"""
195,,187908449,Orchid College,,,school,,,,,,,,,,,,,,,,,,,
196,,188322217,Kenji International School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""125"", ""building_count""=>""2"", ""personnel:count""=>""10"""
197,,188434753,Old Whitehouse International College,,,college,,,,college,,,,,,,,,,,,,,,
198,,188440140,Vibes College,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""6637126"", ""alt_name""=>""Vidyadayini School"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""235"", ""building_count""=>""2"", ""personnel:count""=>""32"""
199,,188452051,Sainik Awasiya HamaVidyalaya,,,school,,,,,,,,,,,,,,,,,,,
200,,188452053,Sainik Awasiya HamaVidyalaya,,,school,,,,,,,,,,,,,,,,,,,
201,,188723398,Kantipur Dental College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""1"", ""personnel:count""=>""125"""
202,,189984534,Santalum Album H.S. School,,,school,,,,school,,,,,,,,,,,,,,,
203,,190005944,Shree Tangal Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""900"", ""building_count""=>""2"", ""personnel:count""=>""50"""
204,,190883501,St. Davis Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""425"", ""building_count""=>""3"", ""personnel:count""=>""30"""
205,,190900948,Gyan Bijaya Lower Secondary School,,,school,,,,school,,,,,,,,,,,,,,,"""operator""=>""Gyan Bijaya Lower Secondary School"", ""retrofit""=>""no"", ""roof:shape""=>""gabled"", ""shape:plan""=>""multiprojected"", ""start_date""=>""before_1960"", ""isced:level""=>""lower_secondary"", ""occupant:day""=>""152"", ""operator:type""=>""government"", ""roof:materia"
206,,191189605,Wendy's House,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""170"", ""building_count""=>""2"", ""personnel:count""=>""42"""
207,,191412300,The Spangle Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""014424885"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""315"", ""building_count""=>""2"", ""personnel:count""=>""26"""
208,,191533972,Saipal Academy,,,college,,,,yes,,,,,,,,,,,,,,,"""phone""=>""014009054"""
209,,191861041,Baneshwor Campus,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""014620332"", ""isced:level""=>""college"", ""operator:type""=>""community"", ""building_count""=>""4"""
210,,191861070,Continental Academy,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4108706"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""206"", ""building_count""=>""4"", ""personnel:count""=>""26"""
211,,191861520,Kinder Planet Pre School,,,kindergarten,,,,yes,,,,,,,,,,,,,,,
212,,192050727,Nepal Pathfinder Co-ed School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""4"", ""personnel:count""=>""17"""
213,,192052576,,,,school,,,,school,,,,,,,,,,,,,,,"""oid""=>""3"", ""operator""=>""Nepal Pathfinder Co-ed School"", ""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""narrow_long"", ""start_date""=>""2000-2013"", ""occupant:day""=>""20"", ""roof:material""=>""metal"", ""building:bay:x""=>""6"", ""building:bay:y""=>""1"", ""occupa"
214,,192307560,Global College of Management,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""4488312"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""1215"", ""building_count""=>""3"", ""personnel:count""=>""103"""
215,,192307568,Sishu Niketan School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""225"", ""building_count""=>""1"", ""personnel:count""=>""33"""
216,,192882935,Mahendra Rastriya Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""420"", ""building_count""=>""3"", ""personnel:count""=>""27"""
217,,193350105,HolyLand School,,,school,,,,yes,,,,,,,,,,,,,,,
218,,194286927,Reliance International Academy (RIA),,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""1400"", ""building_count""=>""10"", ""personnel:count""=>""120"""
219,,194286929,Kathmandu Unified City College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""2"", ""personnel:count""=>""40"""
220,,194286931,Chahana school,,,school,,,,,,,,,,,,,,,,,,,
221,,194292909,Daffodil Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""695"", ""building_count""=>""5"", ""personnel:count""=>""70"""
222,,194786253,Wiseland Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""6614530"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""1"", ""personnel:count""=>""40"""
223,,194792692,Paragon Academy,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""6617360"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""730"", ""building_count""=>""5"", ""personnel:count""=>""40"""
224,,194902255,Shade,,,university,,,,yes,,,,,,,,,,,,,,,"""operator""=>""Kathmandu University"""
225,,194902256,Shade,,,university,,,,yes,,,,,,,,,,,,,,,"""operator""=>""Kathmandu University"""
226,,195254378,Vidyarthi Niketan,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""6610386"", ""wheelchair""=>""limited"", ""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""325"", ""building_count""=>""5"", ""personnel:count""=>""34"""
227,,195601366,Khwopa Higher Secondary School and College,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""6610932"", ""isced:level""=>""college"", ""operator:type""=>""community"", ""student:count""=>""3334"", ""building_count""=>""2"", ""personnel:count""=>""150"""
228,,195602893,Prabhat English Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""950"", ""building_count""=>""4"", ""personnel:count""=>""80"""
229,,195602895,Prabhat School,,,school,,,,,,,,,,,,,,,,,,,"""wheelchair""=>""yes"", ""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""950"", ""building_count""=>""3"", ""personnel:count""=>""80"""
230,,195856303,Shanker Dev Campus,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""government"", ""student:count""=>""5000"", ""building_count""=>""5"", ""personnel:count""=>""300"""
231,,195887318,Diwa Sishu Shyahar Kendra,,,kindergarten,,,,yes,,,,,,,,,,,,,,,
232,,196060481,Baluwatar School,,,school,,,,school,,,,,,,,,,,,,,,"""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""multiprojected"", ""start_date""=>""1990-2000"", ""isced:level""=>""primary"", ""occupant:day""=>""60"", ""operator:type""=>""private"", ""roof:material""=>""concrete"", ""student:count""=>""50"", ""building:bay:x""=>""2"", ""bui"
233,,196060510,Prime Time Pre-School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""45"", ""building_count""=>""1"", ""personnel:count""=>""13"""
234,,196277525,Jana Sewa Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""800"", ""building_count""=>""1"", ""personnel:count""=>""30"""
235,,196816860,Vidhya Bikash Secondary Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""6617801"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""650"", ""building_count""=>""2"", ""personnel:count""=>""60"""
236,,196838739,Sun Moon English School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""427240"", ""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""7"", ""building_count""=>""1"", ""personnel:count""=>""3"""
237,,196950152,Shivapuri High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""1300"", ""building_count""=>""4"", ""personnel:count""=>""70"""
238,,196950270,Shree Kakani Ganesh Lower Sec. School,,,school,,,,,,,,,,,,,,,,,,,
239,,196967542,Lotus Baby Care Center,,,kindergarten,,,,yes,,,,,,,,,,,,,,,"""Household Code""=>""O55_480B_1HH"", ""Household Info By""=>""HERD Urban Health Survey"""
240,,197128939,Morgan College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""3000"", ""building_count""=>""4"", ""personnel:count""=>""150"""
241,,197128940,Southwestern College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""1400"", ""building_count""=>""3"", ""personnel:count""=>""105"""
242,,197348355,Samata Shikshya Niketan School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""1300"", ""building_count""=>""7"", ""personnel:count""=>""66"""
243,,197416227,Sharada Campus,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""6614880"", ""alt_name""=>""Vinayak Vidyashram"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""390"", ""building_count""=>""3"", ""personnel:count""=>""71"""
244,,197486695,Minar English Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""130"", ""building_count""=>""1"", ""personnel:count""=>""19"""
245,,197753615,Glen BUDS Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""4"", ""personnel:count""=>""32"""
246,,197772725,BP Smriti Hospital and Research center,,,college,,,,,,,,,,,,,,,,,,,
247,,198024437,Himal Dental Hospital & Institute of Dental Science,,,college,,,,college,,,,,,,,,,,,,,,"""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""rectangular"", ""start_date""=>""1990-2000"", ""column:size""=>""12x12"", ""occupant:day""=>""170"", ""roof:material""=>""concrete"", ""building:bay:x""=>""3"", ""building:bay:y""=>""3"", ""floor:material""=>""concrete"", ""occup"
248,,198024439,Shree Pashupati Mitra Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""2000"", ""building_count""=>""2"", ""personnel:count""=>""53"""
249,,198118142,Shishya,,,kindergarten,,,,yes,,,,,,,,,,,,,,,"""email""=>""shishya@wlink.com.np"", ""website""=>""www.shishya.edu.np"", ""shape:plan""=>""irregular"", ""building:use""=>""education"", ""building:levels""=>""3"", ""shape:elevation""=>""regular"", ""building:overhang""=>""no"", ""building:adjacency""=>""no"", ""building:ownership""=>"""
250,,198118487,St. George International School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""3"", ""personnel:count""=>""33"""
251,,198278197,Bishal Kuti,,,kindergarten,,,,,,,,,,,,,,,,,,,
252,,198635907,Euro School,,,school,,,,,,,,,,,,,,,,,,,
253,,198745832,Constellation Academic Garden English Boarding Hight School,,,school,,,,,,,,,,,,,,,,,,,
254,,198893865,Meridian International School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""1000"", ""building_count""=>""5"", ""personnel:count""=>""35"""
255,,199011348,Ashirwad Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""2"", ""personnel:count""=>""30"""
256,,199148356,College of Biomedical Engineering And Applied Sciences,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""175"", ""building_count""=>""1"", ""personnel:count""=>""47"""
257,,199785860,New Knowledge Boarding Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""1"", ""personnel:count""=>""20"""
258,,200101354,Cosmopolitan Boarding Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""1"", ""personnel:count""=>""18"""
259,,200101355,Sanskar School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4428766"""
260,,200132157,Central Department of Fine Arts,,,college,,,,college,,,,,,,,,,,,,,,"""retrofit""=>""no"", ""roof:shape""=>""flat"", ""shape:plan""=>""multiprojected"", ""start_date""=>""1990-2000"", ""column:size""=>""12x18"", ""isced:level""=>""college"", ""occupant:day""=>""141"", ""operator:type""=>""government"", ""roof:material""=>""concrete"", ""student:count""=>""110"""
261,,200135027,Kathmandu University,,,university,,,,,,,,,,,,,,,,,,,
262,,200250532,The Trade Tower,,,college,,,,yes,,,,,,,,,,,,,,,
263,,201074181,Saraswoti english boarding school,,,school,,,,school,,,,,,,,,,,,,,,
264,,201380500,Maple School,,,school,,,,,,,,,,,,,,,,,,,
265,,202646411,Patan Multiple Campus,,,college,,,,,,,,,,,,,,,,,,,
